Test,Vertices,Edge Probability,filename
25,65,0.10739570584922394,"6/test_v(65)_p([0.02, 0.4])_no(25).txt"
26,65,0.057857195741132975,"6/test_v(65)_p([0.02, 0.4])_no(26).txt"
27,65,0.30894176643824256,"6/test_v(65)_p([0.02, 0.4])_no(27).txt"
28,65,0.28050199816155325,"6/test_v(65)_p([0.02, 0.4])_no(28).txt"
29,65,0.386227106413169,"6/test_v(65)_p([0.02, 0.4])_no(29).txt"
30,65,0.285496675769332,"6/test_v(65)_p([0.02, 0.4])_no(30).txt"
31,65,0.27836337686627005,"6/test_v(65)_p([0.02, 0.4])_no(31).txt"
32,65,0.36181948383437695,"6/test_v(65)_p([0.02, 0.4])_no(32).txt"
33,65,0.2027584141284372,"6/test_v(65)_p([0.02, 0.4])_no(33).txt"
34,65,0.14312314448342828,"6/test_v(65)_p([0.02, 0.4])_no(34).txt"
35,65,0.26940789891704997,"6/test_v(65)_p([0.02, 0.4])_no(35).txt"
36,65,0.3412848656777018,"6/test_v(65)_p([0.02, 0.4])_no(36).txt"
37,65,0.037908013374317026,"6/test_v(65)_p([0.02, 0.4])_no(37).txt"
38,65,0.3388507108042021,"6/test_v(65)_p([0.02, 0.4])_no(38).txt"
39,65,0.10056995494482197,"6/test_v(65)_p([0.02, 0.4])_no(39).txt"
40,65,0.15167748530558145,"6/test_v(65)_p([0.02, 0.4])_no(40).txt"
41,65,0.20021095503240263,"6/test_v(65)_p([0.02, 0.4])_no(41).txt"
42,65,0.0973474213488827,"6/test_v(65)_p([0.02, 0.4])_no(42).txt"
43,65,0.2057451300785653,"6/test_v(65)_p([0.02, 0.4])_no(43).txt"
44,65,0.33646624392718455,"6/test_v(65)_p([0.02, 0.4])_no(44).txt"
45,65,0.17102559699402284,"6/test_v(65)_p([0.02, 0.4])_no(45).txt"
46,65,0.12950868000727006,"6/test_v(65)_p([0.02, 0.4])_no(46).txt"
47,65,0.22086709855533215,"6/test_v(65)_p([0.02, 0.4])_no(47).txt"
48,65,0.04821870176796568,"6/test_v(65)_p([0.02, 0.4])_no(48).txt"
49,65,0.25376519964683736,"6/test_v(65)_p([0.02, 0.4])_no(49).txt"
0,75,0.17061914057002772,"6/test_v(75)_p([0.02, 0.4])_no(0).txt"
1,75,0.25688641184140604,"6/test_v(75)_p([0.02, 0.4])_no(1).txt"
2,75,0.16263960027051969,"6/test_v(75)_p([0.02, 0.4])_no(2).txt"
3,75,0.12029157540005617,"6/test_v(75)_p([0.02, 0.4])_no(3).txt"
4,75,0.07306789525781618,"6/test_v(75)_p([0.02, 0.4])_no(4).txt"
5,75,0.27945485128575775,"6/test_v(75)_p([0.02, 0.4])_no(5).txt"
6,75,0.22302372931644893,"6/test_v(75)_p([0.02, 0.4])_no(6).txt"
7,75,0.323393295774747,"6/test_v(75)_p([0.02, 0.4])_no(7).txt"
8,75,0.08200384929937188,"6/test_v(75)_p([0.02, 0.4])_no(8).txt"
9,75,0.39787246083701344,"6/test_v(75)_p([0.02, 0.4])_no(9).txt"
10,75,0.06161071840347286,"6/test_v(75)_p([0.02, 0.4])_no(10).txt"
11,75,0.24839068883289372,"6/test_v(75)_p([0.02, 0.4])_no(11).txt"
12,75,0.3371165680896034,"6/test_v(75)_p([0.02, 0.4])_no(12).txt"
13,75,0.09250898685402502,"6/test_v(75)_p([0.02, 0.4])_no(13).txt"
14,75,0.27256395284866863,"6/test_v(75)_p([0.02, 0.4])_no(14).txt"
15,75,0.2960204926276344,"6/test_v(75)_p([0.02, 0.4])_no(15).txt"
16,75,0.02166274749836552,"6/test_v(75)_p([0.02, 0.4])_no(16).txt"
17,75,0.12934393255335955,"6/test_v(75)_p([0.02, 0.4])_no(17).txt"
18,75,0.37746451738863557,"6/test_v(75)_p([0.02, 0.4])_no(18).txt"
19,75,0.2570206812714792,"6/test_v(75)_p([0.02, 0.4])_no(19).txt"
20,75,0.394331289940941,"6/test_v(75)_p([0.02, 0.4])_no(20).txt"
21,75,0.22538785722762814,"6/test_v(75)_p([0.02, 0.4])_no(21).txt"
22,75,0.3686190193364773,"6/test_v(75)_p([0.02, 0.4])_no(22).txt"
23,75,0.3452509819177674,"6/test_v(75)_p([0.02, 0.4])_no(23).txt"
24,75,0.24480805764318264,"6/test_v(75)_p([0.02, 0.4])_no(24).txt"
25,75,0.18554205233682416,"6/test_v(75)_p([0.02, 0.4])_no(25).txt"
26,75,0.3404215357232172,"6/test_v(75)_p([0.02, 0.4])_no(26).txt"
27,75,0.24989802874279937,"6/test_v(75)_p([0.02, 0.4])_no(27).txt"
28,75,0.24810893246663762,"6/test_v(75)_p([0.02, 0.4])_no(28).txt"
29,75,0.3141112383004228,"6/test_v(75)_p([0.02, 0.4])_no(29).txt"
30,75,0.2559547741657315,"6/test_v(75)_p([0.02, 0.4])_no(30).txt"
31,75,0.10883099094632552,"6/test_v(75)_p([0.02, 0.4])_no(31).txt"
32,75,0.15417004018306413,"6/test_v(75)_p([0.02, 0.4])_no(32).txt"
33,75,0.12005792066850514,"6/test_v(75)_p([0.02, 0.4])_no(33).txt"
34,75,0.1930679287416167,"6/test_v(75)_p([0.02, 0.4])_no(34).txt"
35,75,0.16029488861928065,"6/test_v(75)_p([0.02, 0.4])_no(35).txt"
36,75,0.28681212360039543,"6/test_v(75)_p([0.02, 0.4])_no(36).txt"
37,75,0.2829194680916218,"6/test_v(75)_p([0.02, 0.4])_no(37).txt"
38,75,0.12829588186486754,"6/test_v(75)_p([0.02, 0.4])_no(38).txt"
39,75,0.039075110370470206,"6/test_v(75)_p([0.02, 0.4])_no(39).txt"
40,75,0.33675572533785886,"6/test_v(75)_p([0.02, 0.4])_no(40).txt"
41,75,0.059664358990766025,"6/test_v(75)_p([0.02, 0.4])_no(41).txt"
42,75,0.1579655010587732,"6/test_v(75)_p([0.02, 0.4])_no(42).txt"
43,75,0.028011281597277407,"6/test_v(75)_p([0.02, 0.4])_no(43).txt"
44,75,0.3714542555032104,"6/test_v(75)_p([0.02, 0.4])_no(44).txt"
45,75,0.3043271498779006,"6/test_v(75)_p([0.02, 0.4])_no(45).txt"
46,75,0.2518447473606078,"6/test_v(75)_p([0.02, 0.4])_no(46).txt"
47,75,0.27161742157939883,"6/test_v(75)_p([0.02, 0.4])_no(47).txt"
48,75,0.12886178453658567,"6/test_v(75)_p([0.02, 0.4])_no(48).txt"
49,75,0.38764395138088237,"6/test_v(75)_p([0.02, 0.4])_no(49).txt"
0,85,0.24899512194790063,"6/test_v(85)_p([0.02, 0.4])_no(0).txt"
1,85,0.23748815403537216,"6/test_v(85)_p([0.02, 0.4])_no(1).txt"
2,85,0.04622670283086126,"6/test_v(85)_p([0.02, 0.4])_no(2).txt"
3,85,0.2805051266283212,"6/test_v(85)_p([0.02, 0.4])_no(3).txt"
4,85,0.12059217022151855,"6/test_v(85)_p([0.02, 0.4])_no(4).txt"
5,85,0.14457408226263324,"6/test_v(85)_p([0.02, 0.4])_no(5).txt"
6,85,0.03304547150525063,"6/test_v(85)_p([0.02, 0.4])_no(6).txt"
7,85,0.36175826349721973,"6/test_v(85)_p([0.02, 0.4])_no(7).txt"
8,85,0.029061059112811614,"6/test_v(85)_p([0.02, 0.4])_no(8).txt"
9,85,0.17799797542521784,"6/test_v(85)_p([0.02, 0.4])_no(9).txt"
10,85,0.23701897625826002,"6/test_v(85)_p([0.02, 0.4])_no(10).txt"
11,85,0.15679940816428387,"6/test_v(85)_p([0.02, 0.4])_no(11).txt"
12,85,0.023627325339282086,"6/test_v(85)_p([0.02, 0.4])_no(12).txt"
13,85,0.045640671983123854,"6/test_v(85)_p([0.02, 0.4])_no(13).txt"
14,85,0.10507833611261742,"6/test_v(85)_p([0.02, 0.4])_no(14).txt"
15,85,0.12472995036711067,"6/test_v(85)_p([0.02, 0.4])_no(15).txt"
16,85,0.2821882140563644,"6/test_v(85)_p([0.02, 0.4])_no(16).txt"
17,85,0.38632913781009803,"6/test_v(85)_p([0.02, 0.4])_no(17).txt"
18,85,0.25965502844448624,"6/test_v(85)_p([0.02, 0.4])_no(18).txt"
19,85,0.26426496323261567,"6/test_v(85)_p([0.02, 0.4])_no(19).txt"
20,85,0.2420074514647051,"6/test_v(85)_p([0.02, 0.4])_no(20).txt"
21,85,0.19827268287546895,"6/test_v(85)_p([0.02, 0.4])_no(21).txt"
22,85,0.3060438238499649,"6/test_v(85)_p([0.02, 0.4])_no(22).txt"
23,85,0.1693220958763864,"6/test_v(85)_p([0.02, 0.4])_no(23).txt"
24,85,0.38516658357715505,"6/test_v(85)_p([0.02, 0.4])_no(24).txt"
25,85,0.22509844741100277,"6/test_v(85)_p([0.02, 0.4])_no(25).txt"
26,85,0.17977372497058058,"6/test_v(85)_p([0.02, 0.4])_no(26).txt"
27,85,0.33070614132985765,"6/test_v(85)_p([0.02, 0.4])_no(27).txt"
28,85,0.3206728041059424,"6/test_v(85)_p([0.02, 0.4])_no(28).txt"
29,85,0.3110831713163863,"6/test_v(85)_p([0.02, 0.4])_no(29).txt"
30,85,0.027498499010681587,"6/test_v(85)_p([0.02, 0.4])_no(30).txt"
31,85,0.07458811705274351,"6/test_v(85)_p([0.02, 0.4])_no(31).txt"
32,85,0.04748293392253897,"6/test_v(85)_p([0.02, 0.4])_no(32).txt"
33,85,0.18374791651743402,"6/test_v(85)_p([0.02, 0.4])_no(33).txt"
34,85,0.08547741698138621,"6/test_v(85)_p([0.02, 0.4])_no(34).txt"
35,85,0.09195404451478212,"6/test_v(85)_p([0.02, 0.4])_no(35).txt"
36,85,0.024957305979547553,"6/test_v(85)_p([0.02, 0.4])_no(36).txt"
37,85,0.3869942163115706,"6/test_v(85)_p([0.02, 0.4])_no(37).txt"
38,85,0.3874804787675256,"6/test_v(85)_p([0.02, 0.4])_no(38).txt"
39,85,0.03665456049018285,"6/test_v(85)_p([0.02, 0.4])_no(39).txt"
40,85,0.21984039940257907,"6/test_v(85)_p([0.02, 0.4])_no(40).txt"
41,85,0.34961633591360414,"6/test_v(85)_p([0.02, 0.4])_no(41).txt"
42,85,0.30767540304492486,"6/test_v(85)_p([0.02, 0.4])_no(42).txt"
43,85,0.03444936531610457,"6/test_v(85)_p([0.02, 0.4])_no(43).txt"
44,85,0.3474502565822415,"6/test_v(85)_p([0.02, 0.4])_no(44).txt"
45,85,0.24023120584648625,"6/test_v(85)_p([0.02, 0.4])_no(45).txt"
46,85,0.08412172441144398,"6/test_v(85)_p([0.02, 0.4])_no(46).txt"
47,85,0.13942898941901213,"6/test_v(85)_p([0.02, 0.4])_no(47).txt"
48,85,0.3545154862152662,"6/test_v(85)_p([0.02, 0.4])_no(48).txt"
49,85,0.16936136762591017,"6/test_v(85)_p([0.02, 0.4])_no(49).txt"
0,95,0.24140048617246332,"6/test_v(95)_p([0.02, 0.4])_no(0).txt"
1,95,0.1809948206034884,"6/test_v(95)_p([0.02, 0.4])_no(1).txt"
2,95,0.26059636078400894,"6/test_v(95)_p([0.02, 0.4])_no(2).txt"
3,95,0.37827865938196786,"6/test_v(95)_p([0.02, 0.4])_no(3).txt"
4,95,0.24547657605649004,"6/test_v(95)_p([0.02, 0.4])_no(4).txt"
5,95,0.10351511343244112,"6/test_v(95)_p([0.02, 0.4])_no(5).txt"
6,95,0.22260064779390384,"6/test_v(95)_p([0.02, 0.4])_no(6).txt"
7,95,0.3340740338181684,"6/test_v(95)_p([0.02, 0.4])_no(7).txt"
8,95,0.02910399491870472,"6/test_v(95)_p([0.02, 0.4])_no(8).txt"
9,95,0.33190052765878564,"6/test_v(95)_p([0.02, 0.4])_no(9).txt"
10,95,0.14161326260999826,"6/test_v(95)_p([0.02, 0.4])_no(10).txt"
11,95,0.0715294245195801,"6/test_v(95)_p([0.02, 0.4])_no(11).txt"
12,95,0.24213918984713792,"6/test_v(95)_p([0.02, 0.4])_no(12).txt"
13,95,0.2879153837178906,"6/test_v(95)_p([0.02, 0.4])_no(13).txt"
14,95,0.29194062999619375,"6/test_v(95)_p([0.02, 0.4])_no(14).txt"
15,95,0.11451382077129055,"6/test_v(95)_p([0.02, 0.4])_no(15).txt"
16,95,0.3123448382023641,"6/test_v(95)_p([0.02, 0.4])_no(16).txt"
17,95,0.04231097516173617,"6/test_v(95)_p([0.02, 0.4])_no(17).txt"
18,95,0.09034305882605544,"6/test_v(95)_p([0.02, 0.4])_no(18).txt"
19,95,0.09868647484907928,"6/test_v(95)_p([0.02, 0.4])_no(19).txt"
20,95,0.39904027283337307,"6/test_v(95)_p([0.02, 0.4])_no(20).txt"
21,95,0.174472714645207,"6/test_v(95)_p([0.02, 0.4])_no(21).txt"
22,95,0.2924288475543969,"6/test_v(95)_p([0.02, 0.4])_no(22).txt"
23,95,0.024913007288263508,"6/test_v(95)_p([0.02, 0.4])_no(23).txt"
24,95,0.2185127021186184,"6/test_v(95)_p([0.02, 0.4])_no(24).txt"
25,95,0.20730949880267605,"6/test_v(95)_p([0.02, 0.4])_no(25).txt"
26,95,0.21212686093069136,"6/test_v(95)_p([0.02, 0.4])_no(26).txt"
27,95,0.05085348816898322,"6/test_v(95)_p([0.02, 0.4])_no(27).txt"
28,95,0.12461997194681412,"6/test_v(95)_p([0.02, 0.4])_no(28).txt"
29,95,0.2805593418170687,"6/test_v(95)_p([0.02, 0.4])_no(29).txt"
30,95,0.038421538506823796,"6/test_v(95)_p([0.02, 0.4])_no(30).txt"
31,95,0.1350210633096769,"6/test_v(95)_p([0.02, 0.4])_no(31).txt"
32,95,0.13177032357260293,"6/test_v(95)_p([0.02, 0.4])_no(32).txt"
33,95,0.09240449780665304,"6/test_v(95)_p([0.02, 0.4])_no(33).txt"
34,95,0.2101596957033106,"6/test_v(95)_p([0.02, 0.4])_no(34).txt"
35,95,0.14385967972733638,"6/test_v(95)_p([0.02, 0.4])_no(35).txt"
36,95,0.3928852589198118,"6/test_v(95)_p([0.02, 0.4])_no(36).txt"
37,95,0.3207911703105562,"6/test_v(95)_p([0.02, 0.4])_no(37).txt"
38,95,0.19163312141886557,"6/test_v(95)_p([0.02, 0.4])_no(38).txt"
39,95,0.20539483056128843,"6/test_v(95)_p([0.02, 0.4])_no(39).txt"
40,95,0.15989424510446612,"6/test_v(95)_p([0.02, 0.4])_no(40).txt"
41,95,0.3830660997205158,"6/test_v(95)_p([0.02, 0.4])_no(41).txt"
42,95,0.07119774419497024,"6/test_v(95)_p([0.02, 0.4])_no(42).txt"
43,95,0.0844850453171668,"6/test_v(95)_p([0.02, 0.4])_no(43).txt"
44,95,0.2810364618229508,"6/test_v(95)_p([0.02, 0.4])_no(44).txt"
45,95,0.33227615555293205,"6/test_v(95)_p([0.02, 0.4])_no(45).txt"
46,95,0.31273041985236283,"6/test_v(95)_p([0.02, 0.4])_no(46).txt"
47,95,0.06843493934405015,"6/test_v(95)_p([0.02, 0.4])_no(47).txt"
48,95,0.1568951222994147,"6/test_v(95)_p([0.02, 0.4])_no(48).txt"
49,95,0.18545603085305867,"6/test_v(95)_p([0.02, 0.4])_no(49).txt"
0,105,0.24192230294007147,"6/test_v(105)_p([0.02, 0.4])_no(0).txt"
1,105,0.17163828033287037,"6/test_v(105)_p([0.02, 0.4])_no(1).txt"
2,105,0.07931873130864543,"6/test_v(105)_p([0.02, 0.4])_no(2).txt"
3,105,0.2500723396199291,"6/test_v(105)_p([0.02, 0.4])_no(3).txt"
4,105,0.3304047871691465,"6/test_v(105)_p([0.02, 0.4])_no(4).txt"
5,105,0.21064238895530238,"6/test_v(105)_p([0.02, 0.4])_no(5).txt"
6,105,0.28106676824053634,"6/test_v(105)_p([0.02, 0.4])_no(6).txt"
7,105,0.20937216666649125,"6/test_v(105)_p([0.02, 0.4])_no(7).txt"
8,105,0.07880769085572421,"6/test_v(105)_p([0.02, 0.4])_no(8).txt"
9,105,0.27851299484120934,"6/test_v(105)_p([0.02, 0.4])_no(9).txt"
10,105,0.3336295172972512,"6/test_v(105)_p([0.02, 0.4])_no(10).txt"
11,105,0.05991614222140697,"6/test_v(105)_p([0.02, 0.4])_no(11).txt"
12,105,0.25319183294505554,"6/test_v(105)_p([0.02, 0.4])_no(12).txt"
13,105,0.3249031950704114,"6/test_v(105)_p([0.02, 0.4])_no(13).txt"
14,105,0.3642297136466271,"6/test_v(105)_p([0.02, 0.4])_no(14).txt"
15,105,0.09725348225793358,"6/test_v(105)_p([0.02, 0.4])_no(15).txt"
16,105,0.06800396547313473,"6/test_v(105)_p([0.02, 0.4])_no(16).txt"
17,105,0.11055521554543553,"6/test_v(105)_p([0.02, 0.4])_no(17).txt"
18,105,0.25781869673608465,"6/test_v(105)_p([0.02, 0.4])_no(18).txt"
19,105,0.139029942774818,"6/test_v(105)_p([0.02, 0.4])_no(19).txt"
20,105,0.0593738012585794,"6/test_v(105)_p([0.02, 0.4])_no(20).txt"
21,105,0.2841499689131879,"6/test_v(105)_p([0.02, 0.4])_no(21).txt"
22,105,0.3566075874465444,"6/test_v(105)_p([0.02, 0.4])_no(22).txt"
23,105,0.39608071394664623,"6/test_v(105)_p([0.02, 0.4])_no(23).txt"
24,105,0.0881300768704355,"6/test_v(105)_p([0.02, 0.4])_no(24).txt"
25,105,0.3868000026401263,"6/test_v(105)_p([0.02, 0.4])_no(25).txt"
26,105,0.1128376224082274,"6/test_v(105)_p([0.02, 0.4])_no(26).txt"
27,105,0.05137259889985482,"6/test_v(105)_p([0.02, 0.4])_no(27).txt"
28,105,0.38699710120345554,"6/test_v(105)_p([0.02, 0.4])_no(28).txt"
29,105,0.18080724436803913,"6/test_v(105)_p([0.02, 0.4])_no(29).txt"
30,105,0.2814388476263995,"6/test_v(105)_p([0.02, 0.4])_no(30).txt"
31,105,0.11921038959740826,"6/test_v(105)_p([0.02, 0.4])_no(31).txt"
32,105,0.04727342134962022,"6/test_v(105)_p([0.02, 0.4])_no(32).txt"
33,105,0.23125627328147721,"6/test_v(105)_p([0.02, 0.4])_no(33).txt"
34,105,0.13174087100132476,"6/test_v(105)_p([0.02, 0.4])_no(34).txt"
35,105,0.07941943676731984,"6/test_v(105)_p([0.02, 0.4])_no(35).txt"
36,105,0.23043726866331835,"6/test_v(105)_p([0.02, 0.4])_no(36).txt"
37,105,0.08833826953094875,"6/test_v(105)_p([0.02, 0.4])_no(37).txt"
38,105,0.33710265387757693,"6/test_v(105)_p([0.02, 0.4])_no(38).txt"
39,105,0.08336838915388461,"6/test_v(105)_p([0.02, 0.4])_no(39).txt"
40,105,0.3152855139746971,"6/test_v(105)_p([0.02, 0.4])_no(40).txt"
41,105,0.30516357744633,"6/test_v(105)_p([0.02, 0.4])_no(41).txt"
42,105,0.2062272237941257,"6/test_v(105)_p([0.02, 0.4])_no(42).txt"
43,105,0.21345470561220567,"6/test_v(105)_p([0.02, 0.4])_no(43).txt"
44,105,0.21401540244504086,"6/test_v(105)_p([0.02, 0.4])_no(44).txt"
45,105,0.14226603062319854,"6/test_v(105)_p([0.02, 0.4])_no(45).txt"
46,105,0.06637031577218683,"6/test_v(105)_p([0.02, 0.4])_no(46).txt"
47,105,0.21689753948125753,"6/test_v(105)_p([0.02, 0.4])_no(47).txt"
48,105,0.25258941111832617,"6/test_v(105)_p([0.02, 0.4])_no(48).txt"
49,105,0.07232807939773482,"6/test_v(105)_p([0.02, 0.4])_no(49).txt"
0,115,0.3700025869765685,"6/test_v(115)_p([0.02, 0.4])_no(0).txt"
1,115,0.3208707041988731,"6/test_v(115)_p([0.02, 0.4])_no(1).txt"
2,115,0.07729632605828862,"6/test_v(115)_p([0.02, 0.4])_no(2).txt"
3,115,0.32457942518889976,"6/test_v(115)_p([0.02, 0.4])_no(3).txt"
4,115,0.3643792511638086,"6/test_v(115)_p([0.02, 0.4])_no(4).txt"
5,115,0.31482697271210364,"6/test_v(115)_p([0.02, 0.4])_no(5).txt"
6,115,0.1437110161981612,"6/test_v(115)_p([0.02, 0.4])_no(6).txt"
7,115,0.06187032656067587,"6/test_v(115)_p([0.02, 0.4])_no(7).txt"
8,115,0.18348446921007033,"6/test_v(115)_p([0.02, 0.4])_no(8).txt"
9,115,0.3315474654090037,"6/test_v(115)_p([0.02, 0.4])_no(9).txt"
10,115,0.26675042348513195,"6/test_v(115)_p([0.02, 0.4])_no(10).txt"
11,115,0.07190844146634473,"6/test_v(115)_p([0.02, 0.4])_no(11).txt"
12,115,0.24120653434288172,"6/test_v(115)_p([0.02, 0.4])_no(12).txt"
13,115,0.16566473275255283,"6/test_v(115)_p([0.02, 0.4])_no(13).txt"
14,115,0.2080688484525759,"6/test_v(115)_p([0.02, 0.4])_no(14).txt"
15,115,0.10047650584216485,"6/test_v(115)_p([0.02, 0.4])_no(15).txt"
16,115,0.3629611814915227,"6/test_v(115)_p([0.02, 0.4])_no(16).txt"
17,115,0.38109234461842084,"6/test_v(115)_p([0.02, 0.4])_no(17).txt"
18,115,0.14034544534467625,"6/test_v(115)_p([0.02, 0.4])_no(18).txt"
19,115,0.09184077883879091,"6/test_v(115)_p([0.02, 0.4])_no(19).txt"
20,115,0.3741935449469554,"6/test_v(115)_p([0.02, 0.4])_no(20).txt"
21,115,0.27402056113358375,"6/test_v(115)_p([0.02, 0.4])_no(21).txt"
22,115,0.3667055779128365,"6/test_v(115)_p([0.02, 0.4])_no(22).txt"
23,115,0.2968638590846003,"6/test_v(115)_p([0.02, 0.4])_no(23).txt"
24,115,0.3876311884305378,"6/test_v(115)_p([0.02, 0.4])_no(24).txt"
25,115,0.19952183633697704,"6/test_v(115)_p([0.02, 0.4])_no(25).txt"
26,115,0.34799907297844873,"6/test_v(115)_p([0.02, 0.4])_no(26).txt"
27,115,0.20788384371231217,"6/test_v(115)_p([0.02, 0.4])_no(27).txt"
28,115,0.08796395059755857,"6/test_v(115)_p([0.02, 0.4])_no(28).txt"
29,115,0.1358756798833938,"6/test_v(115)_p([0.02, 0.4])_no(29).txt"
30,115,0.17769984198607758,"6/test_v(115)_p([0.02, 0.4])_no(30).txt"
31,115,0.32022726459229145,"6/test_v(115)_p([0.02, 0.4])_no(31).txt"
32,115,0.35262632258145854,"6/test_v(115)_p([0.02, 0.4])_no(32).txt"
33,115,0.222717134677454,"6/test_v(115)_p([0.02, 0.4])_no(33).txt"
34,115,0.029542317780865766,"6/test_v(115)_p([0.02, 0.4])_no(34).txt"
35,115,0.06558896323208872,"6/test_v(115)_p([0.02, 0.4])_no(35).txt"
36,115,0.3405888584419044,"6/test_v(115)_p([0.02, 0.4])_no(36).txt"
37,115,0.38055189940095335,"6/test_v(115)_p([0.02, 0.4])_no(37).txt"
38,115,0.08917044142524826,"6/test_v(115)_p([0.02, 0.4])_no(38).txt"
39,115,0.27491982523677283,"6/test_v(115)_p([0.02, 0.4])_no(39).txt"
40,115,0.08177840088285082,"6/test_v(115)_p([0.02, 0.4])_no(40).txt"
41,115,0.3533588714880047,"6/test_v(115)_p([0.02, 0.4])_no(41).txt"
42,115,0.1661142245306176,"6/test_v(115)_p([0.02, 0.4])_no(42).txt"
43,115,0.18547202397547866,"6/test_v(115)_p([0.02, 0.4])_no(43).txt"
44,115,0.38539762526651156,"6/test_v(115)_p([0.02, 0.4])_no(44).txt"
45,115,0.06536780282230491,"6/test_v(115)_p([0.02, 0.4])_no(45).txt"
46,115,0.3348685554158131,"6/test_v(115)_p([0.02, 0.4])_no(46).txt"
47,115,0.22479745088316347,"6/test_v(115)_p([0.02, 0.4])_no(47).txt"
48,115,0.22082344807662574,"6/test_v(115)_p([0.02, 0.4])_no(48).txt"
49,115,0.3676601327464444,"6/test_v(115)_p([0.02, 0.4])_no(49).txt"
0,125,0.062289608595199844,"6/test_v(125)_p([0.02, 0.4])_no(0).txt"
1,125,0.12268476264608669,"6/test_v(125)_p([0.02, 0.4])_no(1).txt"
2,125,0.16639605680261016,"6/test_v(125)_p([0.02, 0.4])_no(2).txt"
3,125,0.36959534722451504,"6/test_v(125)_p([0.02, 0.4])_no(3).txt"
4,125,0.23317459593041379,"6/test_v(125)_p([0.02, 0.4])_no(4).txt"
5,125,0.3123253768181613,"6/test_v(125)_p([0.02, 0.4])_no(5).txt"
6,125,0.297267004201822,"6/test_v(125)_p([0.02, 0.4])_no(6).txt"
7,125,0.14169026857197053,"6/test_v(125)_p([0.02, 0.4])_no(7).txt"
8,125,0.18881426817398722,"6/test_v(125)_p([0.02, 0.4])_no(8).txt"
9,125,0.0874609230286073,"6/test_v(125)_p([0.02, 0.4])_no(9).txt"
10,125,0.07345198685943885,"6/test_v(125)_p([0.02, 0.4])_no(10).txt"
11,125,0.21481088799558729,"6/test_v(125)_p([0.02, 0.4])_no(11).txt"
12,125,0.14522068557079726,"6/test_v(125)_p([0.02, 0.4])_no(12).txt"
13,125,0.22294116265320188,"6/test_v(125)_p([0.02, 0.4])_no(13).txt"
14,125,0.3902866984584115,"6/test_v(125)_p([0.02, 0.4])_no(14).txt"
15,125,0.3664169585551922,"6/test_v(125)_p([0.02, 0.4])_no(15).txt"
16,125,0.05532515592104677,"6/test_v(125)_p([0.02, 0.4])_no(16).txt"
17,125,0.046366430485048404,"6/test_v(125)_p([0.02, 0.4])_no(17).txt"
18,125,0.1111988115505674,"6/test_v(125)_p([0.02, 0.4])_no(18).txt"
19,125,0.39159179363448976,"6/test_v(125)_p([0.02, 0.4])_no(19).txt"
20,125,0.23787891511190618,"6/test_v(125)_p([0.02, 0.4])_no(20).txt"
21,125,0.22590626902370792,"6/test_v(125)_p([0.02, 0.4])_no(21).txt"
22,125,0.04592820512355417,"6/test_v(125)_p([0.02, 0.4])_no(22).txt"
23,125,0.19909161406143058,"6/test_v(125)_p([0.02, 0.4])_no(23).txt"
24,125,0.3678556370012371,"6/test_v(125)_p([0.02, 0.4])_no(24).txt"
25,125,0.045197123099788225,"6/test_v(125)_p([0.02, 0.4])_no(25).txt"
26,125,0.03288607324442197,"6/test_v(125)_p([0.02, 0.4])_no(26).txt"
27,125,0.37949521320950524,"6/test_v(125)_p([0.02, 0.4])_no(27).txt"
28,125,0.3345655863385403,"6/test_v(125)_p([0.02, 0.4])_no(28).txt"
29,125,0.04075242069855414,"6/test_v(125)_p([0.02, 0.4])_no(29).txt"
30,125,0.17025721068714914,"6/test_v(125)_p([0.02, 0.4])_no(30).txt"
31,125,0.3000773456108791,"6/test_v(125)_p([0.02, 0.4])_no(31).txt"
32,125,0.2600375328685399,"6/test_v(125)_p([0.02, 0.4])_no(32).txt"
33,125,0.3840631414666766,"6/test_v(125)_p([0.02, 0.4])_no(33).txt"
34,125,0.048177888673443386,"6/test_v(125)_p([0.02, 0.4])_no(34).txt"
35,125,0.2865190477295831,"6/test_v(125)_p([0.02, 0.4])_no(35).txt"
36,125,0.14834783325012868,"6/test_v(125)_p([0.02, 0.4])_no(36).txt"
37,125,0.1930839650500338,"6/test_v(125)_p([0.02, 0.4])_no(37).txt"
38,125,0.20663524214961854,"6/test_v(125)_p([0.02, 0.4])_no(38).txt"
39,125,0.26733673689713217,"6/test_v(125)_p([0.02, 0.4])_no(39).txt"
40,125,0.3079167644220956,"6/test_v(125)_p([0.02, 0.4])_no(40).txt"
41,125,0.06171215477011659,"6/test_v(125)_p([0.02, 0.4])_no(41).txt"
42,125,0.054981779352654275,"6/test_v(125)_p([0.02, 0.4])_no(42).txt"
43,125,0.3606375319525469,"6/test_v(125)_p([0.02, 0.4])_no(43).txt"
44,125,0.17268354480965636,"6/test_v(125)_p([0.02, 0.4])_no(44).txt"
45,125,0.36036940653016997,"6/test_v(125)_p([0.02, 0.4])_no(45).txt"
46,125,0.23783897326531228,"6/test_v(125)_p([0.02, 0.4])_no(46).txt"
47,125,0.34970359660600087,"6/test_v(125)_p([0.02, 0.4])_no(47).txt"
48,125,0.3134498963726308,"6/test_v(125)_p([0.02, 0.4])_no(48).txt"
49,125,0.3329400654308843,"6/test_v(125)_p([0.02, 0.4])_no(49).txt"
